,file_path,filename,class,size
26,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_126411.jpg,BA_126411.jpg,basophil,363x360
27,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_126424.jpg,BA_126424.jpg,basophil,363x360
28,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_126839.jpg,BA_126839.jpg,basophil,363x360
29,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_127306.jpg,BA_127306.jpg,basophil,363x360
30,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_127671.jpg,BA_127671.jpg,basophil,369x366
31,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_127868.jpg,BA_127868.jpg,basophil,363x360
32,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_128084.jpg,BA_128084.jpg,basophil,369x366
33,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_128423.jpg,BA_128423.jpg,basophil,363x360
34,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_129537.jpg,BA_129537.jpg,basophil,363x360
35,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_129641.jpg,BA_129641.jpg,basophil,363x360
36,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_129960.jpg,BA_129960.jpg,basophil,363x360
37,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_130694.jpg,BA_130694.jpg,basophil,363x360
38,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_130831.jpg,BA_130831.jpg,basophil,363x360
39,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_131174.jpg,BA_131174.jpg,basophil,363x360
40,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_136062.jpg,BA_136062.jpg,basophil,363x360
41,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_136209.jpg,BA_136209.jpg,basophil,363x360
42,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_139275.jpg,BA_139275.jpg,basophil,363x360
43,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_139552.jpg,BA_139552.jpg,basophil,363x360
44,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_139733.jpg,BA_139733.jpg,basophil,363x360
45,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_141630.jpg,BA_141630.jpg,basophil,363x360
46,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_141631.jpg,BA_141631.jpg,basophil,363x360
47,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_142746.jpg,BA_142746.jpg,basophil,363x360
48,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_143059.jpg,BA_143059.jpg,basophil,363x360
49,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_14309.jpg,BA_14309.jpg,basophil,363x360
50,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_144863.jpg,BA_144863.jpg,basophil,363x360
51,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_145728.jpg,BA_145728.jpg,basophil,363x360
52,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_147282.jpg,BA_147282.jpg,basophil,363x360
53,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_147402.jpg,BA_147402.jpg,basophil,363x360
54,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_147981.jpg,BA_147981.jpg,basophil,363x360
55,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_151210.jpg,BA_151210.jpg,basophil,363x360
56,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_152650.jpg,BA_152650.jpg,basophil,363x360
57,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_152708.jpg,BA_152708.jpg,basophil,363x360
58,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_152930.jpg,BA_152930.jpg,basophil,363x360
59,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_153085.jpg,BA_153085.jpg,basophil,363x360
60,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_154572.jpg,BA_154572.jpg,basophil,363x360
61,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_155216.jpg,BA_155216.jpg,basophil,363x360
62,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_155436.jpg,BA_155436.jpg,basophil,363x360
63,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_15551.jpg,BA_15551.jpg,basophil,363x360
64,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_157951.jpg,BA_157951.jpg,basophil,363x360
65,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_1581.jpg,BA_1581.jpg,basophil,363x360
66,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_158249.jpg,BA_158249.jpg,basophil,363x360
67,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_158647.jpg,BA_158647.jpg,basophil,363x360
68,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_161101.jpg,BA_161101.jpg,basophil,363x360
69,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_161905.jpg,BA_161905.jpg,basophil,363x360
70,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_162483.jpg,BA_162483.jpg,basophil,369x366
71,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_162861.jpg,BA_162861.jpg,basophil,363x360
72,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_163898.jpg,BA_163898.jpg,basophil,363x360
73,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_164170.jpg,BA_164170.jpg,basophil,363x360
74,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_165215.jpg,BA_165215.jpg,basophil,369x366
75,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_166254.jpg,BA_166254.jpg,basophil,363x360
76,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_166406.jpg,BA_166406.jpg,basophil,363x360
77,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_166905.jpg,BA_166905.jpg,basophil,363x360
78,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_168028.jpg,BA_168028.jpg,basophil,363x360
79,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_168566.jpg,BA_168566.jpg,basophil,363x360
80,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_172469.jpg,BA_172469.jpg,basophil,363x360
81,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_173262.jpg,BA_173262.jpg,basophil,363x360
82,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_173620.jpg,BA_173620.jpg,basophil,363x360
83,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_174705.jpg,BA_174705.jpg,basophil,363x360
84,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_174731.jpg,BA_174731.jpg,basophil,363x360
85,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_175269.jpg,BA_175269.jpg,basophil,363x360
86,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_175579.jpg,BA_175579.jpg,basophil,363x360
87,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_176200.jpg,BA_176200.jpg,basophil,363x360
88,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_17648.jpg,BA_17648.jpg,basophil,363x360
89,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_177230.jpg,BA_177230.jpg,basophil,363x360
90,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_177799.jpg,BA_177799.jpg,basophil,363x360
91,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_178345.jpg,BA_178345.jpg,basophil,369x366
92,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_178358.jpg,BA_178358.jpg,basophil,363x360
93,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_178853.jpg,BA_178853.jpg,basophil,363x360
94,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_179459.jpg,BA_179459.jpg,basophil,363x360
95,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_180745.jpg,BA_180745.jpg,basophil,363x360
96,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_180990.jpg,BA_180990.jpg,basophil,363x360
97,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_183362.jpg,BA_183362.jpg,basophil,363x360
98,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_184105.jpg,BA_184105.jpg,basophil,363x360
99,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_184682.jpg,BA_184682.jpg,basophil,363x360
100,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_186830.jpg,BA_186830.jpg,basophil,363x360
101,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_18821.jpg,BA_18821.jpg,basophil,363x360
102,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_188974.jpg,BA_188974.jpg,basophil,363x360
103,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_189696.jpg,BA_189696.jpg,basophil,363x360
104,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_190505.jpg,BA_190505.jpg,basophil,363x360
105,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_191120.jpg,BA_191120.jpg,basophil,363x360
106,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_19177.jpg,BA_19177.jpg,basophil,363x360
107,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_193488.jpg,BA_193488.jpg,basophil,363x360
108,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_193863.jpg,BA_193863.jpg,basophil,363x360
109,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_196745.jpg,BA_196745.jpg,basophil,363x360
110,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_196807.jpg,BA_196807.jpg,basophil,363x360
111,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_197357.jpg,BA_197357.jpg,basophil,363x360
112,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_19779.jpg,BA_19779.jpg,basophil,363x360
113,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_198105.jpg,BA_198105.jpg,basophil,363x360
114,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_198153.jpg,BA_198153.jpg,basophil,363x360
115,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_198565.jpg,BA_198565.jpg,basophil,363x360
116,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_199179.jpg,BA_199179.jpg,basophil,363x360
117,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_200697.jpg,BA_200697.jpg,basophil,363x360
118,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_200989.jpg,BA_200989.jpg,basophil,363x360
119,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_201200.jpg,BA_201200.jpg,basophil,363x360
120,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_20161.jpg,BA_20161.jpg,basophil,363x360
121,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_201984.jpg,BA_201984.jpg,basophil,363x360
122,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_20201.jpg,BA_20201.jpg,basophil,363x360
123,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_202924.jpg,BA_202924.jpg,basophil,369x366
124,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_2035.jpg,BA_2035.jpg,basophil,363x360
125,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_204774.jpg,BA_204774.jpg,basophil,363x360
126,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_204791.jpg,BA_204791.jpg,basophil,363x360
127,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_206112.jpg,BA_206112.jpg,basophil,363x360
128,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_206130.jpg,BA_206130.jpg,basophil,363x360
129,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_208484.jpg,BA_208484.jpg,basophil,363x360
130,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_208485.jpg,BA_208485.jpg,basophil,363x360
131,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_209608.jpg,BA_209608.jpg,basophil,363x360
132,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_210917.jpg,BA_210917.jpg,basophil,363x360
133,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_212452.jpg,BA_212452.jpg,basophil,363x360
134,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_212732.jpg,BA_212732.jpg,basophil,363x360
135,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_212748.jpg,BA_212748.jpg,basophil,363x360
136,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_21413.jpg,BA_21413.jpg,basophil,369x366
137,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_214521.jpg,BA_214521.jpg,basophil,363x360
138,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_214538.jpg,BA_214538.jpg,basophil,363x360
139,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_214867.jpg,BA_214867.jpg,basophil,363x360
140,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_214889.jpg,BA_214889.jpg,basophil,363x360
141,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_215988.jpg,BA_215988.jpg,basophil,363x360
142,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_218293.jpg,BA_218293.jpg,basophil,363x360
143,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_218471.jpg,BA_218471.jpg,basophil,363x360
144,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_219183.jpg,BA_219183.jpg,basophil,363x360
145,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_220744.jpg,BA_220744.jpg,basophil,363x360
146,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_221009.jpg,BA_221009.jpg,basophil,363x360
147,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_221057.jpg,BA_221057.jpg,basophil,363x360
148,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_221648.jpg,BA_221648.jpg,basophil,363x360
149,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_22197.jpg,BA_22197.jpg,basophil,363x360
150,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_223010.jpg,BA_223010.jpg,basophil,363x360
151,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_223705.jpg,BA_223705.jpg,basophil,363x360
152,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_223799.jpg,BA_223799.jpg,basophil,369x366
153,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_225229.jpg,BA_225229.jpg,basophil,363x360
154,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_225540.jpg,BA_225540.jpg,basophil,363x360
155,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_227863.jpg,BA_227863.jpg,basophil,363x360
156,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_229541.jpg,BA_229541.jpg,basophil,363x360
157,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_229550.jpg,BA_229550.jpg,basophil,363x360
158,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_229935.jpg,BA_229935.jpg,basophil,363x360
159,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_230866.jpg,BA_230866.jpg,basophil,363x360
160,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_232284.jpg,BA_232284.jpg,basophil,363x360
161,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_236096.jpg,BA_236096.jpg,basophil,363x360
162,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_236251.jpg,BA_236251.jpg,basophil,363x360
163,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_236510.jpg,BA_236510.jpg,basophil,363x360
164,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_237069.jpg,BA_237069.jpg,basophil,363x360
165,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_237864.jpg,BA_237864.jpg,basophil,363x360
166,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_238012.jpg,BA_238012.jpg,basophil,363x360
167,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_238331.jpg,BA_238331.jpg,basophil,363x360
168,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_23839.jpg,BA_23839.jpg,basophil,363x360
169,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_240301.jpg,BA_240301.jpg,basophil,363x360
170,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_240977.jpg,BA_240977.jpg,basophil,363x360
171,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_241069.jpg,BA_241069.jpg,basophil,363x360
172,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_241108.jpg,BA_241108.jpg,basophil,363x360
173,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_241392.jpg,BA_241392.jpg,basophil,363x360
174,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_24200302.jpg,BA_24200302.jpg,basophil,363x360
175,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_242626.jpg,BA_242626.jpg,basophil,363x360
176,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_243213.jpg,BA_243213.jpg,basophil,363x360
177,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_243554.jpg,BA_243554.jpg,basophil,363x360
178,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_243889.jpg,BA_243889.jpg,basophil,363x360
179,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_245418.jpg,BA_245418.jpg,basophil,363x360
180,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_24720.jpg,BA_24720.jpg,basophil,363x360
181,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_248930.jpg,BA_248930.jpg,basophil,363x360
182,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_24963.jpg,BA_24963.jpg,basophil,363x360
183,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_249665.jpg,BA_249665.jpg,basophil,363x360
184,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_250000.jpg,BA_250000.jpg,basophil,363x360
185,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_250396.jpg,BA_250396.jpg,basophil,363x360
186,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_250620.jpg,BA_250620.jpg,basophil,363x360
187,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_251042.jpg,BA_251042.jpg,basophil,363x360
188,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_25245.jpg,BA_25245.jpg,basophil,363x360
189,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_254321.jpg,BA_254321.jpg,basophil,363x360
190,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_254820.jpg,BA_254820.jpg,basophil,363x360
191,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_255467.jpg,BA_255467.jpg,basophil,363x360
192,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_255533.jpg,BA_255533.jpg,basophil,363x360
193,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_255913.jpg,BA_255913.jpg,basophil,363x360
194,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_25610.jpg,BA_25610.jpg,basophil,363x360
195,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_258997.jpg,BA_258997.jpg,basophil,363x360
196,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_260100.jpg,BA_260100.jpg,basophil,363x360
197,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_260213.jpg,BA_260213.jpg,basophil,363x360
198,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_262646.jpg,BA_262646.jpg,basophil,363x360
199,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_263028.jpg,BA_263028.jpg,basophil,363x360
200,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_26315.jpg,BA_26315.jpg,basophil,363x360
201,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_264833.jpg,BA_264833.jpg,basophil,363x360
202,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_26527.jpg,BA_26527.jpg,basophil,363x360
203,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_265929.jpg,BA_265929.jpg,basophil,363x360
204,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_266178.jpg,BA_266178.jpg,basophil,363x360
205,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_266370.jpg,BA_266370.jpg,basophil,363x360
206,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_266945.jpg,BA_266945.jpg,basophil,363x360
207,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_267693.jpg,BA_267693.jpg,basophil,363x360
208,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_268064.jpg,BA_268064.jpg,basophil,363x360
209,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_27002.jpg,BA_27002.jpg,basophil,363x360
210,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_270382.jpg,BA_270382.jpg,basophil,363x360
211,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_270647.jpg,BA_270647.jpg,basophil,363x360
212,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_271501.jpg,BA_271501.jpg,basophil,363x360
213,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_271614.jpg,BA_271614.jpg,basophil,363x360
214,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_273021.jpg,BA_273021.jpg,basophil,363x360
215,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_273793.jpg,BA_273793.jpg,basophil,363x360
216,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_274684.jpg,BA_274684.jpg,basophil,363x360
217,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_274864.jpg,BA_274864.jpg,basophil,369x366
218,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_275073.jpg,BA_275073.jpg,basophil,363x360
219,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_275300.jpg,BA_275300.jpg,basophil,363x360
220,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_276179.jpg,BA_276179.jpg,basophil,369x366
221,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_276896.jpg,BA_276896.jpg,basophil,363x360
222,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_277242.jpg,BA_277242.jpg,basophil,363x360
223,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_277489.jpg,BA_277489.jpg,basophil,363x360
224,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_27810.jpg,BA_27810.jpg,basophil,363x360
225,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_278185.jpg,BA_278185.jpg,basophil,363x360
226,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_278732.jpg,BA_278732.jpg,basophil,363x360
227,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_279326.jpg,BA_279326.jpg,basophil,363x360
228,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_279501.jpg,BA_279501.jpg,basophil,363x360
229,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_279676.jpg,BA_279676.jpg,basophil,363x360
230,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_279986.jpg,BA_279986.jpg,basophil,363x360
231,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_280715.jpg,BA_280715.jpg,basophil,363x360
232,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_281662.jpg,BA_281662.jpg,basophil,363x360
233,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_281849.jpg,BA_281849.jpg,basophil,363x360
234,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_283950.jpg,BA_283950.jpg,basophil,363x360
235,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_284260.jpg,BA_284260.jpg,basophil,363x360
236,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_284282.jpg,BA_284282.jpg,basophil,363x360
237,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_285156.jpg,BA_285156.jpg,basophil,363x360
238,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_2862.jpg,BA_2862.jpg,basophil,363x360
239,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_28660.jpg,BA_28660.jpg,basophil,363x360
240,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_287643.jpg,BA_287643.jpg,basophil,363x360
241,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_288192.jpg,BA_288192.jpg,basophil,363x360
242,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_289279.jpg,BA_289279.jpg,basophil,363x360
243,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_290341.jpg,BA_290341.jpg,basophil,363x360
244,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_294650.jpg,BA_294650.jpg,basophil,363x360
