,level_0,index,file_path,filename,class
20,20,54,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_147981.jpg,BA_147981.jpg,basophil
21,21,56,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_152650.jpg,BA_152650.jpg,basophil
22,22,58,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_152930.jpg,BA_152930.jpg,basophil
23,23,61,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_155216.jpg,BA_155216.jpg,basophil
24,24,62,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_155436.jpg,BA_155436.jpg,basophil
25,25,66,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_158249.jpg,BA_158249.jpg,basophil
26,26,67,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_158647.jpg,BA_158647.jpg,basophil
27,27,68,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_161101.jpg,BA_161101.jpg,basophil
28,28,73,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_164170.jpg,BA_164170.jpg,basophil
29,29,74,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_165215.jpg,BA_165215.jpg,basophil
30,30,75,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_166254.jpg,BA_166254.jpg,basophil
31,31,78,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_168028.jpg,BA_168028.jpg,basophil
32,32,79,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_168566.jpg,BA_168566.jpg,basophil
33,33,83,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_174705.jpg,BA_174705.jpg,basophil
34,34,84,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_174731.jpg,BA_174731.jpg,basophil
35,35,85,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_175269.jpg,BA_175269.jpg,basophil
36,36,86,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_175579.jpg,BA_175579.jpg,basophil
37,37,92,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_178358.jpg,BA_178358.jpg,basophil
38,38,94,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_179459.jpg,BA_179459.jpg,basophil
39,39,96,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_180990.jpg,BA_180990.jpg,basophil
40,40,97,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_183362.jpg,BA_183362.jpg,basophil
41,41,98,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_184105.jpg,BA_184105.jpg,basophil
42,42,99,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_184682.jpg,BA_184682.jpg,basophil
43,43,107,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_193488.jpg,BA_193488.jpg,basophil
44,44,113,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_198105.jpg,BA_198105.jpg,basophil
45,45,115,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_198565.jpg,BA_198565.jpg,basophil
46,46,118,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_200989.jpg,BA_200989.jpg,basophil
47,47,124,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_2035.jpg,BA_2035.jpg,basophil
48,48,125,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_204774.jpg,BA_204774.jpg,basophil
49,49,133,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_212452.jpg,BA_212452.jpg,basophil
50,50,136,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_21413.jpg,BA_21413.jpg,basophil
51,51,140,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_214889.jpg,BA_214889.jpg,basophil
52,52,145,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_220744.jpg,BA_220744.jpg,basophil
53,53,146,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_221009.jpg,BA_221009.jpg,basophil
54,54,151,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_223705.jpg,BA_223705.jpg,basophil
55,55,154,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_225540.jpg,BA_225540.jpg,basophil
56,56,156,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_229541.jpg,BA_229541.jpg,basophil
57,57,158,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_229935.jpg,BA_229935.jpg,basophil
58,58,159,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_230866.jpg,BA_230866.jpg,basophil
59,59,162,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_236251.jpg,BA_236251.jpg,basophil
60,60,168,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_23839.jpg,BA_23839.jpg,basophil
61,61,169,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_240301.jpg,BA_240301.jpg,basophil
62,62,171,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_241069.jpg,BA_241069.jpg,basophil
63,63,174,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_24200302.jpg,BA_24200302.jpg,basophil
64,64,175,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_242626.jpg,BA_242626.jpg,basophil
65,65,177,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_243554.jpg,BA_243554.jpg,basophil
66,66,178,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_243889.jpg,BA_243889.jpg,basophil
67,67,180,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_24720.jpg,BA_24720.jpg,basophil
68,68,188,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_25245.jpg,BA_25245.jpg,basophil
69,69,189,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_254321.jpg,BA_254321.jpg,basophil
70,70,192,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_255533.jpg,BA_255533.jpg,basophil
71,71,195,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_258997.jpg,BA_258997.jpg,basophil
72,72,196,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_260100.jpg,BA_260100.jpg,basophil
73,73,197,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_260213.jpg,BA_260213.jpg,basophil
74,74,198,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_262646.jpg,BA_262646.jpg,basophil
75,75,199,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_263028.jpg,BA_263028.jpg,basophil
76,76,200,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_26315.jpg,BA_26315.jpg,basophil
77,77,202,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_26527.jpg,BA_26527.jpg,basophil
78,78,204,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_266178.jpg,BA_266178.jpg,basophil
79,79,205,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_266370.jpg,BA_266370.jpg,basophil
80,80,209,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_27002.jpg,BA_27002.jpg,basophil
81,81,212,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_271501.jpg,BA_271501.jpg,basophil
82,82,214,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_273021.jpg,BA_273021.jpg,basophil
83,83,215,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_273793.jpg,BA_273793.jpg,basophil
84,84,216,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_274684.jpg,BA_274684.jpg,basophil
85,85,221,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_276896.jpg,BA_276896.jpg,basophil
86,86,224,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_27810.jpg,BA_27810.jpg,basophil
87,87,228,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_279501.jpg,BA_279501.jpg,basophil
88,88,229,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_279676.jpg,BA_279676.jpg,basophil
89,89,231,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_280715.jpg,BA_280715.jpg,basophil
90,90,235,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_284260.jpg,BA_284260.jpg,basophil
91,91,238,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_2862.jpg,BA_2862.jpg,basophil
92,92,242,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_289279.jpg,BA_289279.jpg,basophil
93,93,244,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_294650.jpg,BA_294650.jpg,basophil
94,94,259,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_305735.jpg,BA_305735.jpg,basophil
95,95,264,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_307830.jpg,BA_307830.jpg,basophil
96,96,266,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_309434.jpg,BA_309434.jpg,basophil
97,97,268,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_310106.jpg,BA_310106.jpg,basophil
98,98,271,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_313484.jpg,BA_313484.jpg,basophil
99,99,273,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_314590.jpg,BA_314590.jpg,basophil
100,100,274,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_315376.jpg,BA_315376.jpg,basophil
101,101,276,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_317130.jpg,BA_317130.jpg,basophil
102,102,277,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_317405.jpg,BA_317405.jpg,basophil
103,103,281,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_32179.jpg,BA_32179.jpg,basophil
104,104,283,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_324268.jpg,BA_324268.jpg,basophil
105,105,289,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_32675.jpg,BA_32675.jpg,basophil
106,106,291,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_327890.jpg,BA_327890.jpg,basophil
107,107,292,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_328970.jpg,BA_328970.jpg,basophil
108,108,294,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_32996.jpg,BA_32996.jpg,basophil
109,109,295,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_330244.jpg,BA_330244.jpg,basophil
110,110,297,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_331375.jpg,BA_331375.jpg,basophil
111,111,300,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_332707.jpg,BA_332707.jpg,basophil
112,112,302,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_334078.jpg,BA_334078.jpg,basophil
113,113,305,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_337027.jpg,BA_337027.jpg,basophil
114,114,308,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_338791.jpg,BA_338791.jpg,basophil
115,115,309,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_338836.jpg,BA_338836.jpg,basophil
116,116,310,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_339232.jpg,BA_339232.jpg,basophil
117,117,312,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_343929.jpg,BA_343929.jpg,basophil
118,118,315,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_345077.jpg,BA_345077.jpg,basophil
119,119,321,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_348770.jpg,BA_348770.jpg,basophil
120,120,325,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_354415.jpg,BA_354415.jpg,basophil
121,121,332,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_359743.jpg,BA_359743.jpg,basophil
122,122,333,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_35991.jpg,BA_35991.jpg,basophil
123,123,336,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_360297.jpg,BA_360297.jpg,basophil
124,124,342,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_363451.jpg,BA_363451.jpg,basophil
125,125,344,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_364491.jpg,BA_364491.jpg,basophil
126,126,345,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_365212.jpg,BA_365212.jpg,basophil
127,127,349,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_369405.jpg,BA_369405.jpg,basophil
128,128,353,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_374431.jpg,BA_374431.jpg,basophil
129,129,354,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_374718.jpg,BA_374718.jpg,basophil
130,130,355,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_377164.jpg,BA_377164.jpg,basophil
131,131,367,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_38346.jpg,BA_38346.jpg,basophil
132,132,368,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_38489.jpg,BA_38489.jpg,basophil
133,133,369,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_385552.jpg,BA_385552.jpg,basophil
134,134,370,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_385583.jpg,BA_385583.jpg,basophil
135,135,371,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_386187.jpg,BA_386187.jpg,basophil
136,136,373,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_38638.jpg,BA_38638.jpg,basophil
137,137,374,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_386912.jpg,BA_386912.jpg,basophil
138,138,378,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_389328.jpg,BA_389328.jpg,basophil
139,139,387,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_396170.jpg,BA_396170.jpg,basophil
140,140,388,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_396430.jpg,BA_396430.jpg,basophil
141,141,395,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_399846.jpg,BA_399846.jpg,basophil
142,142,398,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_401005.jpg,BA_401005.jpg,basophil
143,143,401,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_403405.jpg,BA_403405.jpg,basophil
144,144,402,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_403512.jpg,BA_403512.jpg,basophil
145,145,403,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_40355.jpg,BA_40355.jpg,basophil
146,146,405,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_405031.jpg,BA_405031.jpg,basophil
147,147,409,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_407690.jpg,BA_407690.jpg,basophil
148,148,413,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_4118.jpg,BA_4118.jpg,basophil
149,149,414,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_412372.jpg,BA_412372.jpg,basophil
150,150,416,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_412674.jpg,BA_412674.jpg,basophil
151,151,417,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_412870.jpg,BA_412870.jpg,basophil
152,152,419,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_413080.jpg,BA_413080.jpg,basophil
153,153,422,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_414090.jpg,BA_414090.jpg,basophil
154,154,426,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_418041.jpg,BA_418041.jpg,basophil
155,155,428,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_418374.jpg,BA_418374.jpg,basophil
156,156,430,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_418760.jpg,BA_418760.jpg,basophil
157,157,433,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_420931.jpg,BA_420931.jpg,basophil
158,158,436,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_42246.jpg,BA_42246.jpg,basophil
159,159,438,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_425674.jpg,BA_425674.jpg,basophil
160,160,440,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_426699.jpg,BA_426699.jpg,basophil
161,161,441,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_427583.jpg,BA_427583.jpg,basophil
162,162,444,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_433045.jpg,BA_433045.jpg,basophil
163,163,445,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_433851.jpg,BA_433851.jpg,basophil
164,164,451,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_436500.jpg,BA_436500.jpg,basophil
165,165,453,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_437348.jpg,BA_437348.jpg,basophil
166,166,454,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_438004.jpg,BA_438004.jpg,basophil
167,167,456,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_439718.jpg,BA_439718.jpg,basophil
168,168,458,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_442012.jpg,BA_442012.jpg,basophil
169,169,460,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_444818.jpg,BA_444818.jpg,basophil
170,170,462,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_446205.jpg,BA_446205.jpg,basophil
171,171,464,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_447906.jpg,BA_447906.jpg,basophil
172,172,467,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_449971.jpg,BA_449971.jpg,basophil
173,173,469,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_451736.jpg,BA_451736.jpg,basophil
174,174,476,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_45632.jpg,BA_45632.jpg,basophil
175,175,477,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_457610.jpg,BA_457610.jpg,basophil
176,176,484,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_462426.jpg,BA_462426.jpg,basophil
177,177,486,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_462792.jpg,BA_462792.jpg,basophil
178,178,488,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_463847.jpg,BA_463847.jpg,basophil
179,179,498,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_468972.jpg,BA_468972.jpg,basophil
180,180,499,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_47.jpg,BA_47.jpg,basophil
181,181,501,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_472351.jpg,BA_472351.jpg,basophil
182,182,502,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_472669.jpg,BA_472669.jpg,basophil
183,183,505,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_474348.jpg,BA_474348.jpg,basophil
184,184,506,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_4744.jpg,BA_4744.jpg,basophil
185,185,507,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_475530.jpg,BA_475530.jpg,basophil
186,186,511,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_478314.jpg,BA_478314.jpg,basophil
187,187,512,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_479247.jpg,BA_479247.jpg,basophil
188,188,513,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_481299.jpg,BA_481299.jpg,basophil
189,189,514,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_481414.jpg,BA_481414.jpg,basophil
190,190,515,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_482919.jpg,BA_482919.jpg,basophil
191,191,520,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_484717.jpg,BA_484717.jpg,basophil
192,192,521,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_485187.jpg,BA_485187.jpg,basophil
193,193,522,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_485601.jpg,BA_485601.jpg,basophil
194,194,527,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_490072.jpg,BA_490072.jpg,basophil
195,195,538,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_495847.jpg,BA_495847.jpg,basophil
196,196,539,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_497743.jpg,BA_497743.jpg,basophil
197,197,541,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_499861.jpg,BA_499861.jpg,basophil
198,198,544,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_500713.jpg,BA_500713.jpg,basophil
199,199,548,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_504848.jpg,BA_504848.jpg,basophil
200,200,550,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_505139.jpg,BA_505139.jpg,basophil
201,201,551,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_505144.jpg,BA_505144.jpg,basophil
202,202,553,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_506702.jpg,BA_506702.jpg,basophil
203,203,560,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_511776.jpg,BA_511776.jpg,basophil
204,204,566,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_515691.jpg,BA_515691.jpg,basophil
205,205,573,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_520588.jpg,BA_520588.jpg,basophil
206,206,574,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_521968.jpg,BA_521968.jpg,basophil
207,207,575,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_525742.jpg,BA_525742.jpg,basophil
208,208,577,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_527567.jpg,BA_527567.jpg,basophil
209,209,583,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_532264.jpg,BA_532264.jpg,basophil
210,210,585,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_532468.jpg,BA_532468.jpg,basophil
211,211,586,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_53335.jpg,BA_53335.jpg,basophil
212,212,590,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_534912.jpg,BA_534912.jpg,basophil
213,213,592,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_535573.jpg,BA_535573.jpg,basophil
214,214,596,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_537209.jpg,BA_537209.jpg,basophil
215,215,600,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_544516.jpg,BA_544516.jpg,basophil
216,216,605,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_54664.jpg,BA_54664.jpg,basophil
217,217,607,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_547170.jpg,BA_547170.jpg,basophil
218,218,618,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_556332.jpg,BA_556332.jpg,basophil
219,219,621,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_558057.jpg,BA_558057.jpg,basophil
220,220,622,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_558929.jpg,BA_558929.jpg,basophil
221,221,626,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_56068.jpg,BA_56068.jpg,basophil
222,222,627,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_563270.jpg,BA_563270.jpg,basophil
223,223,630,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_564059.jpg,BA_564059.jpg,basophil
224,224,631,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_564254.jpg,BA_564254.jpg,basophil
225,225,632,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_564691.jpg,BA_564691.jpg,basophil
226,226,639,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_569632.jpg,BA_569632.jpg,basophil
227,227,645,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_576591.jpg,BA_576591.jpg,basophil
228,228,648,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_578023.jpg,BA_578023.jpg,basophil
229,229,649,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_578419.jpg,BA_578419.jpg,basophil
230,230,651,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_580.jpg,BA_580.jpg,basophil
231,231,653,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_581736.jpg,BA_581736.jpg,basophil
232,232,655,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_582405.jpg,BA_582405.jpg,basophil
233,233,658,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_583260.jpg,BA_583260.jpg,basophil
234,234,661,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_58432.jpg,BA_58432.jpg,basophil
235,235,667,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_588625.jpg,BA_588625.jpg,basophil
236,236,668,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_589182.jpg,BA_589182.jpg,basophil
237,237,670,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_589888.jpg,BA_589888.jpg,basophil
238,238,672,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_594363.jpg,BA_594363.jpg,basophil
239,239,674,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_594501.jpg,BA_594501.jpg,basophil
240,240,675,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_594734.jpg,BA_594734.jpg,basophil
241,241,681,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_601035.jpg,BA_601035.jpg,basophil
242,242,684,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_602999.jpg,BA_602999.jpg,basophil
243,243,686,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_604921.jpg,BA_604921.jpg,basophil
244,244,689,../images_mendeley/PBC_dataset_normal_DIB/basophil/BA_60640.jpg,BA_60640.jpg,basophil
