,Patient_ID,file_path,filename,class,size
18,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336351.jpg,LY_15336351.jpg,lymphocyte,"(363, 360, 3)"
19,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336354.jpg,LY_15336354.jpg,lymphocyte,"(363, 360, 3)"
20,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336355.jpg,LY_15336355.jpg,lymphocyte,"(363, 360, 3)"
21,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336356.jpg,LY_15336356.jpg,lymphocyte,"(363, 360, 3)"
22,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336358.jpg,LY_15336358.jpg,lymphocyte,"(363, 360, 3)"
23,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336359.jpg,LY_15336359.jpg,lymphocyte,"(363, 360, 3)"
24,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336360.jpg,LY_15336360.jpg,lymphocyte,"(363, 360, 3)"
25,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336375.jpg,LY_15336375.jpg,lymphocyte,"(363, 360, 3)"
26,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336378.jpg,LY_15336378.jpg,lymphocyte,"(363, 360, 3)"
27,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336379.jpg,LY_15336379.jpg,lymphocyte,"(363, 360, 3)"
28,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336380.jpg,LY_15336380.jpg,lymphocyte,"(363, 360, 3)"
29,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336381.jpg,LY_15336381.jpg,lymphocyte,"(363, 360, 3)"
30,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336385.jpg,LY_15336385.jpg,lymphocyte,"(363, 360, 3)"
31,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336388.jpg,LY_15336388.jpg,lymphocyte,"(363, 360, 3)"
32,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336389.jpg,LY_15336389.jpg,lymphocyte,"(363, 360, 3)"
33,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336392.jpg,LY_15336392.jpg,lymphocyte,"(363, 360, 3)"
34,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336395.jpg,LY_15336395.jpg,lymphocyte,"(363, 360, 3)"
35,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336397.jpg,LY_15336397.jpg,lymphocyte,"(363, 360, 3)"
36,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336398.jpg,LY_15336398.jpg,lymphocyte,"(363, 360, 3)"
37,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Lymphocyte\LY_15336399.jpg,LY_15336399.jpg,lymphocyte,"(363, 360, 3)"
41,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Promyelocyte\PMY_15336335.jpg,PMY_15336335.jpg,ig,"(363, 360, 3)"
42,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Promyelocyte\PMY_15336339.jpg,PMY_15336339.jpg,ig,"(363, 360, 3)"
43,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336326.jpg,SNE_15336326.jpg,neutrophil,"(363, 360, 3)"
44,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336332.jpg,SNE_15336332.jpg,neutrophil,"(363, 360, 3)"
45,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336341.jpg,SNE_15336341.jpg,neutrophil,"(363, 360, 3)"
46,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336347.jpg,SNE_15336347.jpg,neutrophil,"(363, 360, 3)"
47,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336352.jpg,SNE_15336352.jpg,neutrophil,"(363, 360, 3)"
48,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336353.jpg,SNE_15336353.jpg,neutrophil,"(363, 360, 3)"
49,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336357.jpg,SNE_15336357.jpg,neutrophil,"(363, 360, 3)"
50,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336362.jpg,SNE_15336362.jpg,neutrophil,"(363, 360, 3)"
51,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336366.jpg,SNE_15336366.jpg,neutrophil,"(363, 360, 3)"
52,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336382.jpg,SNE_15336382.jpg,neutrophil,"(363, 360, 3)"
53,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336386.jpg,SNE_15336386.jpg,neutrophil,"(363, 360, 3)"
54,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Segmented neutrophils\SNE_15336387.jpg,SNE_15336387.jpg,neutrophil,"(363, 360, 3)"
55,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Smudge cells\SMU_15336337.jpg,SMU_15336337.jpg,smudge,"(363, 360, 3)"
56,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Smudge cells\SMU_15336363.jpg,SMU_15336363.jpg,smudge,"(363, 360, 3)"
57,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Smudge cells\SMU_15336364.jpg,SMU_15336364.jpg,smudge,"(363, 360, 3)"
58,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Smudge cells\SMU_15336372.jpg,SMU_15336372.jpg,smudge,"(363, 360, 3)"
59,Patient_00,../images_apl_aml/All/All/Patient_00/Signed slides\Smudge cells\SMU_15336384.jpg,SMU_15336384.jpg,smudge,"(363, 360, 3)"
60,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234491.jpg",BL_16234491.jpg,blast,"(363, 360, 3)"
61,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234497.jpg",BL_16234497.jpg,blast,"(363, 360, 3)"
62,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234502.jpg",BL_16234502.jpg,blast,"(363, 360, 3)"
63,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234507.jpg",BL_16234507.jpg,blast,"(363, 360, 3)"
64,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234513.jpg",BL_16234513.jpg,blast,"(363, 360, 3)"
65,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234517.jpg",BL_16234517.jpg,blast,"(363, 360, 3)"
66,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234519.jpg",BL_16234519.jpg,blast,"(363, 360, 3)"
67,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234520.jpg",BL_16234520.jpg,blast,"(363, 360, 3)"
68,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234532.jpg",BL_16234532.jpg,blast,"(363, 360, 3)"
69,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234533.jpg",BL_16234533.jpg,blast,"(363, 360, 3)"
70,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234538.jpg",BL_16234538.jpg,blast,"(363, 360, 3)"
71,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234542.jpg",BL_16234542.jpg,blast,"(363, 360, 3)"
72,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234544.jpg",BL_16234544.jpg,blast,"(363, 360, 3)"
73,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234545.jpg",BL_16234545.jpg,blast,"(363, 360, 3)"
74,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234546.jpg",BL_16234546.jpg,blast,"(363, 360, 3)"
75,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234550.jpg",BL_16234550.jpg,blast,"(363, 360, 3)"
76,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234551.jpg",BL_16234551.jpg,blast,"(363, 360, 3)"
77,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234559.jpg",BL_16234559.jpg,blast,"(363, 360, 3)"
78,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234570.jpg",BL_16234570.jpg,blast,"(363, 360, 3)"
79,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234575.jpg",BL_16234575.jpg,blast,"(363, 360, 3)"
80,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234579.jpg",BL_16234579.jpg,blast,"(363, 360, 3)"
81,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234585.jpg",BL_16234585.jpg,blast,"(363, 360, 3)"
82,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234590.jpg",BL_16234590.jpg,blast,"(363, 360, 3)"
83,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234593.jpg",BL_16234593.jpg,blast,"(363, 360, 3)"
84,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234598.jpg",BL_16234598.jpg,blast,"(363, 360, 3)"
85,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234609.jpg",BL_16234609.jpg,blast,"(363, 360, 3)"
86,Patient_01,"../images_apl_aml/All/All/Patient_01/Signed slides\Blast, no lineage spec\BL_16234610.jpg",BL_16234610.jpg,blast,"(363, 360, 3)"
87,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Erythroblast\ERB_16234504.jpg,ERB_16234504.jpg,erythroblast,"(363, 360, 3)"
88,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Erythroblast\ERB_16234512.jpg,ERB_16234512.jpg,erythroblast,"(363, 360, 3)"
89,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Erythroblast\ERB_16234518.jpg,ERB_16234518.jpg,erythroblast,"(363, 360, 3)"
90,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Erythroblast\ERB_16234528.jpg,ERB_16234528.jpg,erythroblast,"(363, 360, 3)"
91,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Erythroblast\ERB_16234554.jpg,ERB_16234554.jpg,erythroblast,"(363, 360, 3)"
92,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234481.jpg,LY_16234481.jpg,lymphocyte,"(363, 360, 3)"
93,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234482.jpg,LY_16234482.jpg,lymphocyte,"(363, 360, 3)"
94,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234483.jpg,LY_16234483.jpg,lymphocyte,"(363, 360, 3)"
95,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234485.jpg,LY_16234485.jpg,lymphocyte,"(363, 360, 3)"
96,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234492.jpg,LY_16234492.jpg,lymphocyte,"(363, 360, 3)"
97,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234493.jpg,LY_16234493.jpg,lymphocyte,"(363, 360, 3)"
98,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234494.jpg,LY_16234494.jpg,lymphocyte,"(363, 360, 3)"
99,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234496.jpg,LY_16234496.jpg,lymphocyte,"(363, 360, 3)"
100,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234500.jpg,LY_16234500.jpg,lymphocyte,"(363, 360, 3)"
101,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234503.jpg,LY_16234503.jpg,lymphocyte,"(363, 360, 3)"
102,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234509.jpg,LY_16234509.jpg,lymphocyte,"(363, 360, 3)"
103,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234511.jpg,LY_16234511.jpg,lymphocyte,"(363, 360, 3)"
104,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234514.jpg,LY_16234514.jpg,lymphocyte,"(363, 360, 3)"
105,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234515.jpg,LY_16234515.jpg,lymphocyte,"(363, 360, 3)"
106,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234526.jpg,LY_16234526.jpg,lymphocyte,"(363, 360, 3)"
107,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234530.jpg,LY_16234530.jpg,lymphocyte,"(363, 360, 3)"
108,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234531.jpg,LY_16234531.jpg,lymphocyte,"(363, 360, 3)"
109,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234540.jpg,LY_16234540.jpg,lymphocyte,"(363, 360, 3)"
110,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234541.jpg,LY_16234541.jpg,lymphocyte,"(363, 360, 3)"
111,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234543.jpg,LY_16234543.jpg,lymphocyte,"(363, 360, 3)"
112,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234547.jpg,LY_16234547.jpg,lymphocyte,"(363, 360, 3)"
113,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234553.jpg,LY_16234553.jpg,lymphocyte,"(363, 360, 3)"
114,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234555.jpg,LY_16234555.jpg,lymphocyte,"(363, 360, 3)"
115,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234557.jpg,LY_16234557.jpg,lymphocyte,"(363, 360, 3)"
116,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234566.jpg,LY_16234566.jpg,lymphocyte,"(363, 360, 3)"
117,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234567.jpg,LY_16234567.jpg,lymphocyte,"(363, 360, 3)"
118,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234576.jpg,LY_16234576.jpg,lymphocyte,"(363, 360, 3)"
119,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234578.jpg,LY_16234578.jpg,lymphocyte,"(363, 360, 3)"
120,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234580.jpg,LY_16234580.jpg,lymphocyte,"(363, 360, 3)"
121,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234587.jpg,LY_16234587.jpg,lymphocyte,"(363, 360, 3)"
122,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234591.jpg,LY_16234591.jpg,lymphocyte,"(363, 360, 3)"
123,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234594.jpg,LY_16234594.jpg,lymphocyte,"(363, 360, 3)"
124,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234599.jpg,LY_16234599.jpg,lymphocyte,"(363, 360, 3)"
125,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234604.jpg,LY_16234604.jpg,lymphocyte,"(363, 360, 3)"
126,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234607.jpg,LY_16234607.jpg,lymphocyte,"(363, 360, 3)"
127,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234612.jpg,LY_16234612.jpg,lymphocyte,"(363, 360, 3)"
128,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Lymphocyte\LY_16234613.jpg,LY_16234613.jpg,lymphocyte,"(363, 360, 3)"
132,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Monocyte\MO_16234487.jpg,MO_16234487.jpg,monocyte,"(363, 360, 3)"
133,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234480.jpg,SNE_16234480.jpg,neutrophil,"(363, 360, 3)"
134,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234484.jpg,SNE_16234484.jpg,neutrophil,"(363, 360, 3)"
135,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234489.jpg,SNE_16234489.jpg,neutrophil,"(363, 360, 3)"
136,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234495.jpg,SNE_16234495.jpg,neutrophil,"(363, 360, 3)"
137,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234498.jpg,SNE_16234498.jpg,neutrophil,"(363, 360, 3)"
138,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234499.jpg,SNE_16234499.jpg,neutrophil,"(363, 360, 3)"
139,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234505.jpg,SNE_16234505.jpg,neutrophil,"(363, 360, 3)"
140,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234506.jpg,SNE_16234506.jpg,neutrophil,"(363, 360, 3)"
141,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234508.jpg,SNE_16234508.jpg,neutrophil,"(363, 360, 3)"
142,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234510.jpg,SNE_16234510.jpg,neutrophil,"(363, 360, 3)"
143,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234516.jpg,SNE_16234516.jpg,neutrophil,"(363, 360, 3)"
144,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234521.jpg,SNE_16234521.jpg,neutrophil,"(363, 360, 3)"
145,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234523.jpg,SNE_16234523.jpg,neutrophil,"(363, 360, 3)"
146,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234524.jpg,SNE_16234524.jpg,neutrophil,"(363, 360, 3)"
147,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234525.jpg,SNE_16234525.jpg,neutrophil,"(363, 360, 3)"
148,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234527.jpg,SNE_16234527.jpg,neutrophil,"(363, 360, 3)"
149,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234529.jpg,SNE_16234529.jpg,neutrophil,"(363, 360, 3)"
150,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234535.jpg,SNE_16234535.jpg,neutrophil,"(363, 360, 3)"
151,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234539.jpg,SNE_16234539.jpg,neutrophil,"(363, 360, 3)"
152,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234552.jpg,SNE_16234552.jpg,neutrophil,"(363, 360, 3)"
153,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234556.jpg,SNE_16234556.jpg,neutrophil,"(363, 360, 3)"
154,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234558.jpg,SNE_16234558.jpg,neutrophil,"(363, 360, 3)"
155,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234560.jpg,SNE_16234560.jpg,neutrophil,"(363, 360, 3)"
156,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234561.jpg,SNE_16234561.jpg,neutrophil,"(363, 360, 3)"
157,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234562.jpg,SNE_16234562.jpg,neutrophil,"(363, 360, 3)"
158,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234563.jpg,SNE_16234563.jpg,neutrophil,"(363, 360, 3)"
159,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234564.jpg,SNE_16234564.jpg,neutrophil,"(363, 360, 3)"
160,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234565.jpg,SNE_16234565.jpg,neutrophil,"(363, 360, 3)"
161,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234569.jpg,SNE_16234569.jpg,neutrophil,"(363, 360, 3)"
162,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234571.jpg,SNE_16234571.jpg,neutrophil,"(363, 360, 3)"
163,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234572.jpg,SNE_16234572.jpg,neutrophil,"(363, 360, 3)"
164,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234573.jpg,SNE_16234573.jpg,neutrophil,"(363, 360, 3)"
165,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234574.jpg,SNE_16234574.jpg,neutrophil,"(363, 360, 3)"
166,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234582.jpg,SNE_16234582.jpg,neutrophil,"(363, 360, 3)"
167,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234586.jpg,SNE_16234586.jpg,neutrophil,"(363, 360, 3)"
168,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234589.jpg,SNE_16234589.jpg,neutrophil,"(363, 360, 3)"
169,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234592.jpg,SNE_16234592.jpg,neutrophil,"(363, 360, 3)"
170,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234595.jpg,SNE_16234595.jpg,neutrophil,"(363, 360, 3)"
171,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234597.jpg,SNE_16234597.jpg,neutrophil,"(363, 360, 3)"
172,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234600.jpg,SNE_16234600.jpg,neutrophil,"(363, 360, 3)"
173,Patient_01,../images_apl_aml/All/All/Patient_01/Signed slides\Segmented neutrophils\SNE_16234601.jpg,SNE_16234601.jpg,neutrophil,"(363, 360, 3)"
